mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_vectorizer__min_df,param_vectorizer__max_df,param_transformer__n_components,param_classifier__solver,param_classifier__max_iter,param_classifier__C,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_roc_auc_ovo,split1_test_roc_auc_ovo,split2_test_roc_auc_ovo,mean_test_roc_auc_ovo,std_test_roc_auc_ovo,rank_test_roc_auc_ovo
16.739013671875,0.8266134766835441,0.5304356416066488,0.008336543037563931,1,0.85,500,liblinear,50,1.1,"{'vectorizer__min_df': 1, 'vectorizer__max_df': 0.85, 'transformer__n_components': 500, 'classifier__solver': 'liblinear', 'classifier__max_iter': 50, 'classifier__C': 1.1}",0.5749339936632093,0.5768621607973702,0.5650260026862162,0.5722740523822653,0.005185243512225315,2,0.9311573145911795,0.9307361170748039,0.9237664834231603,0.9285533050297144,0.003389158957291255,2
18.76377820968628,1.1198817889109929,0.9445145130157471,0.21090392395442153,10,0.95,750,lbfgs,150,0.6,"{'vectorizer__min_df': 10, 'vectorizer__max_df': 0.95, 'transformer__n_components': 750, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 150, 'classifier__C': 0.6}",0.7064410411947878,0.7020939079509888,0.7064840156519182,0.7050063215992316,0.0020594621700571235,1,0.9659119178964379,0.9646641756423331,0.964538866326257,0.9650383199550093,0.000619841715615145,1
